i,a,e,inc,m_e,Class,B1,B2,B3,EF,EC,OC,CI
2338,1.2531620472203011,0.0531089133163339,0.053324375224053,0.9313020313020313,Earth_like,0.2763903356545422,0.648909733565659,0.9523651720369497,0.2763903356545422,0.37251939791111677,0.30345543847129075,0.0476348279630503
3268,1.8436550536895815,0.1147667053451406,0.1556810441929953,0.23372494172494174,Mars_like,0.2672311403744543,0.5770044122167924,0.9664103161439247,0.2672311403744543,0.30977327184233816,0.38940590392713226,0.0335896838560753
