i,a,e,inc,m_e,Class,B1,B2,B3,EF,EC,OC,CI
745,0.6931717734252519,0.0507861294090111,0.0476214056485866,0.9193672993672993,Earth_like,0.3939202493769149,0.9053086389805359,0.9937679090127997,0.3939202493769149,0.5113883896036211,0.08845927003226373,0.006232090987200345
2306,1.721939642676306,0.0857582105781021,0.0573549787051606,0.26825541125541125,Mars_like,0.2401716060168222,0.5720802800012406,0.9393051108842403,0.2401716060168222,0.33190867398441837,0.36722483088299973,0.06069488911575971
