i,a,e,inc,m_e,Class,B1,B2,B3,EF,EC,OC,CI
4189,1.10646470715513,0.0232362385402079,0.0198010054971765,0.8416350316350317,Earth_like,0.30946937962099347,0.7112407318993677,0.9883623553887144,0.30946937962099347,0.4017713522783742,0.27712162348934677,0.01163764461128558
4755,1.7818883583041327,0.0732775160157517,0.0479776158157765,0.08189910089910091,Mars_like,0.19257636573485074,0.45818168260000613,0.9729437364089675,0.19257636573485074,0.2656053168651554,0.5147620538089613,0.027056263591032526
