i,a,e,inc,m_e,Class,B1,B2,B3,EF,EC,OC,CI
987,0.8764909594020904,0.1284305783482336,0.0871815789287511,0.8732933732933733,Earth_like,0.3889247949644389,0.8750592180529659,0.9953720885411533,0.3889247949644389,0.48613442308852706,0.1203128704881874,0.0046279114588466674
1014,1.8739546562737048,0.1384088449627462,0.1057534795556417,0.08337728937728937,Mars_like,0.2246604683968517,0.5311978071879854,0.9623869875474129,0.2246604683968517,0.30653733879113365,0.43118918035942755,0.03761301245258708
