i,a,e,inc,m_e,Class,B1,B2,B3,EF,EC,OC,CI
4468,0.8928396900626089,0.1575837261612708,0.0330447485130536,0.8591042291042291,Earth_like,0.34665807224239076,0.8034743772185301,0.9912919843046003,0.34665807224239076,0.45681630497613934,0.1878176070860702,0.008708015695399696
877,1.7125037372594492,0.1249316491087356,0.0605097982268023,0.19530336330336331,Mars_like,0.20082717916428652,0.5421925241238765,0.9727807481366363,0.20082717916428652,0.34136534495959003,0.43058822401275976,0.027219251863363714
