i,a,e,inc,m_e,Class,B1,B2,B3,EF,EC,OC,CI
3520,0.7096485594494819,0.001698898027465,0.0361027118042278,0.7339260739260739,Earth_like,0.4266525931310022,0.8792069193457479,0.992005029554185,0.4266525931310022,0.45255432621474573,0.11279811020843711,0.007994970445814986
545,2.0350212995907246,0.05154838966239,0.1017621572386539,0.0630969030969031,Mars_like,0.10673496460292047,0.4236597166402305,0.9658666184222509,0.10673496460292047,0.31692475203731,0.5422069017820204,0.034133381577749144
