a_1,m_1,Time
1.5000000000000004,1.0,0.0
1.362613359593788,1.0,0.01
1.2441570593674252,1.0,0.02
1.1440632841251488,1.0,0.03
1.0605905165076923,1.0,0.04
0.9914086111087138,1.0,0.05
0.9341272665589708,1.0,0.06
0.8865590984529607,1.0,0.07
0.8468375755108309,1.0,0.08
0.8134412612670355,1.0,0.09
0.7851499783579291,1.0,0.1
0.7609976539081557,1.0,0.11
0.7402244867045736,1.0,0.12
0.7222293388799103,1.0,0.13
0.7065354699880612,1.0,0.14
0.6927619548581324,1.0,0.15
0.6806032229018534,1.0,0.16
0.669812972975344,1.0,0.17
0.6601899457400346,1.0,0.18
0.6515688919310282,1.0,0.19
0.6438131893832386,1.0,0.2
0.6368090994282171,1.0,0.21
0.6304613038595726,1.0,0.22
0.6246894158873089,1.0,0.23
0.6194252338469411,1.0,0.24
0.614610564321433,1.0,0.25
0.610195484040949,1.0,0.26
0.6061369414356454,1.0,0.27
0.6023976225166972,1.0,0.28
0.5989450248154121,1.0,0.29
0.5957507867187904,1.0,0.3
0.5927901262301811,1.0,0.31
0.5900411827457709,1.0,0.32
0.5874846125416433,1.0,0.33
0.5851032524974376,1.0,0.34
0.5828818301557926,1.0,0.35
0.5808067161867371,1.0,0.36
0.5788657135201237,1.0,0.37
0.5770478774970544,1.0,0.38
0.5753433620955603,1.0,0.39
0.5737432880271033,1.0,0.4
0.5722396292226481,1.0,0.41
0.5708251148121652,1.0,0.42
0.5694931442088511,1.0,0.43
0.5682377133087994,1.0,0.44
0.5670533501558892,1.0,0.45
0.5659350586882679,1.0,0.46
0.5648782694166283,1.0,0.47
0.5638787960555071,1.0,0.48
0.5629327972944642,1.0,0.49
0.5620367430116346,1.0,0.5
0.5611873843409951,1.0,0.51
0.56038172709397,1.0,0.52
0.5596170081031734,1.0,0.53
0.5588906741267832,1.0,0.54
0.5582003629889319,1.0,0.55
0.5575438866947809,1.0,0.56
0.5569192162771373,1.0,0.57
0.556324468174971,1.0,0.58
0.5557578919673497,1.0,0.59
0.5552178593068405,1.0,0.6
0.5547028539196662,1.0,0.61
0.5542114625549603,1.0,0.62
0.5537423667809376,1.0,0.63
0.5532943355357631,1.0,0.64
0.5528662183564141,1.0,0.65
0.5524569392127437,1.0,0.66
0.5520654908875292,1.0,0.67
0.5516909298439479,1.0,0.68
0.5513323715362898,1.0,0.69
0.5509889861167824,1.0,0.7
0.5506599945039977,1.0,0.71
0.5503446647737656,1.0,0.72
0.5500423088470295,1.0,0.73
0.5497522794439988,1.0,0.74
0.5494739672807629,1.0,0.75
0.5492067984874123,1.0,0.76
0.5489502322258522,1.0,0.77
0.5487037584933872,1.0,0.78
0.5484668960906061,1.0,0.79
0.5482391907443693,1.0,0.8
0.548020213369894,1.0,0.81
0.547809558460057,1.0,0.82
0.5476068425932011,1.0,0.83
0.5474117030484746,1.0,0.84
0.5472237965197929,1.0,0.85
0.5470427979200926,1.0,0.86
0.5468683992702787,1.0,0.87
0.5467003086651538,1.0,0.88
0.5465382493103135,1.0,0.89
0.5463819586235955,1.0,0.9
0.5462311873986582,1.0,0.91
0.5460856990227876,1.0,0.92
0.5459452687483223,1.0,0.93
0.54580968301034,1.0,0.94
0.5456787387891924,1.0,0.95
0.5455522430146014,1.0,0.96
0.5454300120072926,1.0,0.97
0.5453118709565333,1.0,0.98
0.5451976534304735,1.0,0.99
0.5450872009151962,1.0,1.0
0.544980362386562,1.0,1.01
0.5448769939038202,1.0,1.02
0.5447769582307073,1.0,1.03
0.5446801244778143,1.0,1.04
0.5445863677683827,1.0,1.05
0.5444955689221113,1.0,1.06
0.5444076141577898,1.0,1.07
0.5443223948152318,1.0,1.08
0.5442398070914267,1.0,1.09
0.5441597517926225,1.0,1.1
0.5440821341009958,1.0,1.11
0.5440068633540229,1.0,1.12
0.5439338528365827,1.0,1.13
0.543863019585839,1.0,1.14
