a_1,m_1,Time
1.4999999999999996,0.1,0.0
1.4855799852826872,0.1,0.01
1.4714865389302985,0.1,0.02
1.4577805006926687,0.1,0.03
1.4444511063265075,0.1,0.04
1.4314831917400026,0.1,0.05
1.4188620212043344,0.1,0.06
1.4065711197383783,0.1,0.07
1.3946642836506449,0.1,0.08
1.3831036592005668,0.1,0.09
1.3718635708386984,0.1,0.1
1.360938839344694,0.1,0.11
1.3503325959670132,0.1,0.12
1.3400350871849651,0.1,0.13
1.3300275188380624,0.1,0.14
1.320295783411663,0.1,0.15
1.310840504334022,0.1,0.16
1.3016635084779191,0.1,0.17
1.292782487581172,0.1,0.18
1.284162175817095,0.1,0.19
1.2757988758451024,0.1,0.2
1.2676859266179004,0.1,0.21
1.259805245154604,0.1,0.22
1.2521610731570696,0.1,0.23
1.244762117953786,0.1,0.24
1.2376445596455634,0.1,0.25
1.2308947356161335,0.1,0.26
1.2241253586991903,0.1,0.27
1.2169958293988896,0.1,0.28
1.210513014431147,0.1,0.29
1.2041982101890156,0.1,0.3
1.1981037102588867,0.1,0.31
1.19233291066505,0.1,0.32
1.1868481458102345,0.1,0.33
1.181816025162397,0.1,0.34
1.1757364907992447,0.1,0.35
1.1704691538336327,0.1,0.36
1.165512060632529,0.1,0.37
1.1609074817510832,0.1,0.38
1.1557178568787803,0.1,0.39
1.1512403641748137,0.1,0.4
1.1466642883364755,0.1,0.41
1.142482233293404,0.1,0.42
1.1375584393814095,0.1,0.43
1.1333293455582345,0.1,0.44
1.1293275736398896,0.1,0.45
1.1255173426568617,0.1,0.46
1.1219724598748486,0.1,0.47
1.1180538921518703,0.1,0.48
1.1140246735500818,0.1,0.49
1.1105342049704858,0.1,0.5
1.1072790483255919,0.1,0.51
1.1043118045233231,0.1,0.52
1.1005848768513589,0.1,0.53
1.0972230205533628,0.1,0.54
1.0940308453552336,0.1,0.55
1.0910481764285782,0.1,0.56
1.0881637624429783,0.1,0.57
1.0853929608711144,0.1,0.58
1.0827591793786315,0.1,0.59
1.0802972585289752,0.1,0.6
1.0776897634325655,0.1,0.61
1.074913985385415,0.1,0.62
1.0722175626771655,0.1,0.63
1.0699250118618104,0.1,0.64
1.0678204441800008,0.1,0.65
1.0650652111507533,0.1,0.66
1.0625725628949672,0.1,0.67
1.0603984532529471,0.1,0.68
1.0582727089211117,0.1,0.69
1.0562267690838216,0.1,0.7
1.0542791907184417,0.1,0.71
1.052411932615404,0.1,0.72
1.0507164027780684,0.1,0.73
1.0483080018414295,0.1,0.74
1.046238653876464,0.1,0.75
1.0444367048435514,0.1,0.76
1.0426852123214314,0.1,0.77
1.0409820324802057,0.1,0.78
1.0393333794108368,0.1,0.79
1.0377446456547768,0.1,0.8
1.0362341359674627,0.1,0.81
1.034815664087318,0.1,0.82
1.0335432889901595,0.1,0.83
1.0314577677803247,0.1,0.84
1.029915756004702,0.1,0.85
1.0285529072817103,0.1,0.86
1.0272624554302758,0.1,0.87
1.0260855850702115,0.1,0.88
1.024829071635222,0.1,0.89
1.0230204111870191,0.1,0.9
1.021557393492226,0.1,0.91
1.0202463750911668,0.1,0.92
1.0190190018199772,0.1,0.93
1.017822918020656,0.1,0.94
1.01665708754565,0.1,0.95
1.0155151961102864,0.1,0.96
1.0144069013755743,0.1,0.97
1.013338631512983,0.1,0.98
1.0123275601364508,0.1,0.99
1.0113953808952976,0.1,1.0
1.0105828338423266,0.1,1.01
1.009650191419985,0.1,1.02
1.008296730124116,0.1,1.03
1.0071272412113748,0.1,1.04
1.0060687262779924,0.1,1.05
1.0050766746664388,0.1,1.06
1.0041284732152296,0.1,1.07
1.0032164736010727,0.1,1.08
1.002329342575944,0.1,1.09
1.0014641343455444,0.1,1.1
1.000617228446864,0.1,1.11
0.999787111268084,0.1,1.12
0.9989751089960606,0.1,1.13
0.9981806880963036,0.1,1.14
0.997402804881037,0.1,1.15
0.9966416149751532,0.1,1.16
0.9958966440558998,0.1,1.17
0.9951679550676464,0.1,1.18
0.9944569656717426,0.1,1.19
0.9937656900332666,0.1,1.2
0.9930974217707282,0.1,1.21
0.992452879017494,0.1,1.22
0.9918408499210108,0.1,1.23
0.9912738742971356,0.1,1.24
0.99076957514112,0.1,1.25
