a_1,m_1,Time
0.5,1.5,0.0
0.4701273479693603,1.5,0.01
0.4441050653939912,1.5,0.02
0.421223711189994,1.5,0.03
0.4009427279391638,1.5,0.04
0.3828447810746453,1.5,0.05
0.3666022432658367,1.5,0.06
0.3519522248219342,1.5,0.07
0.3386769007753094,1.5,0.08
0.3266024662933625,1.5,0.09
0.3155803982871639,1.5,0.1
0.3054865087178877,1.5,0.11
0.2962151571786107,1.5,0.12
0.28767600046714,1.5,0.13
0.2798024361384188,1.5,0.14
0.2725048242358695,1.5,0.15
0.2657211241832915,1.5,0.16
0.2594256561700608,1.5,0.17
0.2535607031080958,1.5,0.18
0.2480857526745365,1.5,0.19
0.2429666228795313,1.5,0.2
0.2381681698916943,1.5,0.21
0.2336664404858471,1.5,0.22
0.2294340716745519,1.5,0.23
0.2254496966363867,1.5,0.24
0.2216922208547403,1.5,0.25
0.2181443778718543,1.5,0.26
0.2147894103031546,1.5,0.27
0.2116256141292353,1.5,0.28
0.2086001124415945,1.5,0.29
0.2057413858092896,1.5,0.3
0.2030244267799292,1.5,0.31
0.2004391024209306,1.5,0.32
0.1979767186105809,1.5,0.33
0.1956288639510977,1.5,0.34
0.1933881408499917,1.5,0.35
0.1912468979698725,1.5,0.36
0.1891994397029126,1.5,0.37
0.1872397080832575,1.5,0.38
0.1853622242912855,1.5,0.39
0.1835626020437087,1.5,0.4
0.1818350491439544,1.5,0.41
0.1801770141818402,1.5,0.42
0.1785816781913404,1.5,0.43
0.1770486922935347,1.5,0.44
0.1755727195583713,1.5,0.45
0.1741514928443626,1.5,0.46
0.1727818529569037,1.5,0.47
0.1714614279739284,1.5,0.48
0.1701866361638736,1.5,0.49
0.1689560771818446,1.5,0.5
0.1677674314373079,1.5,0.51
0.1666184555945118,1.5,0.52
0.165507283918426,1.5,0.53
0.1644320509741982,1.5,0.54
0.1633911661666559,1.5,0.55
0.1626506754838246,1.5,0.56
0.1614200265270487,1.5,0.57
0.1604589782442291,1.5,0.58
0.1595396417088076,1.5,0.59
0.1586483655399865,1.5,0.6
0.1577831887464744,1.5,0.61
0.1569430938830186,1.5,0.62
0.1561267895527063,1.5,0.63
0.1553335201787869,1.5,0.64
0.154562304801525,1.5,0.65
0.1538122839918281,1.5,0.66
0.1530824947344975,1.5,0.67
0.1523722266531651,1.5,0.68
0.1516812681289088,1.5,0.69
0.1510074078958098,1.5,0.7
0.1503513126451896,1.5,0.71
0.1497120321475814,1.5,0.72
0.1490888192095494,1.5,0.73
0.1484811591622883,1.5,0.74
0.1478885100080753,1.5,0.75
0.147310398021598,1.5,0.76
0.1467461781767949,1.5,0.77
0.1461952507696059,1.5,0.78
0.1456574331832413,1.5,0.79
0.145132272811265,1.5,0.8
0.1446191580109364,1.5,0.81
0.1441186830273922,1.5,0.82
0.143628104359928,1.5,0.83
0.1431490399776098,1.5,0.84
0.142680723191353,1.5,0.85
0.1422227723170637,1.5,0.86
0.1417748147277758,1.5,0.87
0.1413365274135214,1.5,0.88
0.1409076598478146,1.5,0.89
0.1404878963759387,1.5,0.9
0.1400771924614115,1.5,0.91
0.1396746647688707,1.5,0.92
0.1392805894572806,1.5,0.93
0.1388946324585872,1.5,0.94
0.1385165382732521,1.5,0.95
0.1381461056316962,1.5,0.96
0.13778302538222,1.5,0.97
0.1374271790971531,1.5,0.98
0.1370783582268493,1.5,0.99
0.1367363268046342,1.5,1.0
